date	tt	title	year	directors	stars	plot
2018-07-29	tt1446714	Prometheus	2012	Ridley Scott	Noomi Rapace,Michael Fassbender,Charlize Theron	Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.
2018-08-05	tt1646971	How to Train Your Dragon 2	2014	Dean DeBlois	Jay Baruchel,Cate Blanchett,Gerard Butler	When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.
2018-08-18	tt2177771	The Monuments Men	2014	George Clooney	George Clooney,Matt Damon,Bill Murray	An unlikely World War II platoon is tasked to rescue art masterpieces from German thieves and return them to their owners.
2018-09-24	tt0317705	The Incredibles	2004	Brad Bird	Craig T. Nelson,Holly Hunter,Samuel L. Jackson	While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.
2018-10-01	tt1628841	Independence Day: Resurgence	2016	Roland Emmerich	Liam Hemsworth,Jeff Goldblum,Jessie T. Usher	Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?
2018-10-05	tt1823672	Chappie	2015	Neill Blomkamp	Sharlto Copley,Dev Patel,Ninja	In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.
2018-10-07	tt1563738	One Day	2011	Lone Scherfig	Anne Hathaway,Jim Sturgess,Tom Mison	After spending the night together on the eve of their college graduation, Dexter and Emma are shown each year on the same date to see where they are in their lives. They are sometimes together, and sometimes not.
2018-10-08	tt2838678	A Royal Christmas	2014	Alex Zamm	Lacey Chabert,Jane Seymour,Stephen Hagan	Prince Leopold, heir to the throne of Cordinia, wishes to marry his young love Emily Taylor, a humble seamstress from Philadelphia. But Leopold's mother, Queen Isadora has other plans for her son.
2018-10-12	tt1976009	Victor Frankenstein	2015	Paul McGuigan	Daniel Radcliffe,Jessica Brown Findlay,Bronson Webb	Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein became the man - and the legend - we know today.
2018-10-20	tt1029360	Poltergeist	2015	Gil Kenan	Sam Rockwell,Rosemarie DeWitt,Saxon Sharbino	A family whose suburban home is haunted by evil forces must come together to rescue their youngest daughter after the apparitions take her captive.
2018-10-21	tt1698641	Alexander and the Terrible, Horrible, No Good, Very Bad Day	2014	Miguel Arteta	Steve Carell,Jennifer Garner,Ed Oxenbould	Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day.
2018-10-26	tt1179933	10 Cloverfield Lane	2016	Dan Trachtenberg	John Goodman,Mary Elizabeth Winstead,John Gallagher Jr.	A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable.
2018-10-28	tt1764651	The Expendables 2	2012	Simon West	Sylvester Stallone,Jason Statham,Jet Li	Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.
2018-11-09	tt3065204	The Conjuring 2	2016	James Wan	Patrick Wilson,Vera Farmiga,Madison Wolfe	Ed and Lorraine Warren travel to North London to help a single mother raising four children alone in a house plagued by a supernatural spirit.
2018-11-17	tt2294449	22 Jump Street	2014	Phil Lord,Christopher Miller	Jonah Hill,Channing Tatum,Peter Stormare	After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.
2018-12-01	tt1877832	X-Men: Days of Future Past	2014	Bryan Singer	Hugh Jackman,James McAvoy,Michael Fassbender	The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.
2018-12-02	tt1051904	Goosebumps	2015	Rob Letterman	Jack Black,Dylan Minnette,Odeya Rush	A teenager teams up with the daughter of young-adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.
2018-12-04	tt3385516	X-Men: Apocalypse	2016	Bryan Singer	James McAvoy,Michael Fassbender,Jennifer Lawrence	In the 1980s, the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive by bringing destruction to the world.
2018-12-07	tt0816711	World War Z	2013	Marc Forster	Brad Pitt,Mireille Enos,Daniella Kertesz	Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.
2018-12-08	tt2179136	American Sniper	2014	Clint Eastwood	Bradley Cooper,Kyle Gallner,Cole Konis	Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.
2018-12-15	tt2381991	The Huntsman: Winter's War	2016	Cedric Nicolas-Troyan	Chris Hemsworth,Charlize Theron,Jessica Chastain	Eric and fellow warrior Sara, raised as members of ice Queen Freya's army, try to conceal their forbidden love as they fight to survive the wicked intentions of both Freya and her sister Ravenna.
2018-12-22	tt1617661	Jupiter Ascending	2015	Lana Wachowski,Lilly Wachowski	Mila Kunis,Channing Tatum,Sean Bean	A genetically engineered soldier informs a young woman of her extraordinary destiny.
2018-12-24	tt1211837	Doctor Strange	2016	Scott Derrickson	Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams	While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.
2018-12-26	tt1535109	Captain Phillips	2013	Paul Greengrass	Tom Hanks,Catherine Keener,Barkhad Abdi	The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.
2018-12-28	tt2267998	Gone Girl	2014	David Fincher	Ben Affleck,Rosamund Pike,Neil Patrick Harris	The husband of a missing woman becomes the main suspect in her disappearance.
2019-01-05	tt1291150	Teenage Mutant Ninja Turtles	2014	Jonathan Liebesman	Megan Fox,Will Arnett,William Fichtner	When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.
2019-01-06	tt4767950	A Christmas Detour	2015	Ron Oliver	Candace Cameron Bure,Paul Greene,Sarah Strange	An anxious bride-to-be throws in with a broken-hearted guy and a happily married couple for an emergency ride to NYC, learning about each other and themselves along the way.
2019-01-12	tt1872181	The Amazing Spider-Man 2	2014	Marc Webb	Andrew Garfield,Emma Stone,Jamie Foxx	When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.
2019-01-19	tt3488710	The Walk	2015	Robert Zemeckis	Joseph Gordon-Levitt,Ben Kingsley,Charlotte Le Bon	In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.
2019-01-20	tt2446042	Taken 3	2014	Olivier Megaton	Liam Neeson,Forest Whitaker,Famke Janssen	Framed for his ex-Wife's murder, Bryan Mills sets out to take revenge on the real killers.
2019-02-04	tt0803096	Warcraft	2016	Duncan Jones	Travis Fimmel,Paula Patton,Ben Foster	As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.
2019-02-05	tt1979388	The Good Dinosaur	2015	Peter Sohn	Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla	In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.
2019-02-06	tt1762399	Walking with Dinosaurs	2013	Barry Cook,Neil Nightingale	Charlie Rowe,Karl Urban,Angourie Rice	See and feel what it was like when dinosaurs ruled the Earth, in a story where an underdog dino triumphs to become a hero for the ages.
2019-02-07	tt1772341	Wreck-It Ralph	2012	Rich Moore	John C. Reilly,Sarah Silverman,Jack McBrayer	Ralph is tired of playing the role of a bad guy and embarks on a journey to become a video game hero. But he accidentally lets loose a deadly enemy that threatens the entire arcade.
2019-02-08	tt2277860	Finding Dory	2016	Angus MacLane,Andrew Stanton	Ellen DeGeneres,Albert Brooks,Ed O'Neill	Friendly but forgetful blue tang Dory begins a search for her long-lost parents and everyone learns a few things about the real meaning of family along the way.
2019-02-17	tt7605074	The Wandering Earth	2019	Frant Gwo	Jing Wu,Man-Tat Ng,Zhi Wang	With the sun dying out, a group of brave astronauts set out to find new planet for the whole human race.
2019-02-17	tt7262882	Master Z: The Ip Man Legacy	2018	Yuen Woo-Ping	Jin Zhang,Dave Bautista,Yan Liu	While keeping a low profile after his defeat by Ip Man, Cheung Tin Chi gets into trouble after getting in a fight with a powerful foreigner.
2019-02-22	tt1790864	The Maze Runner	2014	Wes Ball	Dylan O'Brien,Aml Ameen,Ki Hong Lee	Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow "runners" for a shot at escape.
2019-02-23	tt4046784	Maze Runner: The Scorch Trials	2015	Wes Ball	Dylan O'Brien,Ki Hong Lee,Kaya Scodelario	After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.
2019-03-01	tt0810819	The Danish Girl	2015	Tom Hooper	Alicia Vikander,Eddie Redmayne,Tusse Silberg	A love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.
2019-03-03	tt3622592	Paper Towns	2015	Jake Schreier	Nat Wolff,Cara Delevingne,Austin Abrams	After an all-night adventure, Quentin's lifelong crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.
2019-03-06	tt3691740	The BFG	2016	Steven Spielberg	Mark Rylance,Ruby Barnhill,Penelope Wilton	An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.
2019-03-09	tt1663202	The Revenant	2015	Alejandro G. Iñárritu	Leonardo DiCaprio,Tom Hardy,Domhnall Gleeson	A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.
2019-03-17	tt2980648	The Hundred-Foot Journey	2014	Lasse Hallström	Helen Mirren,Om Puri,Manish Dayal	The Kadam family leaves India for France where they open a restaurant directly across the road from Madame Mallory's Michelin-starred eatery.
2019-03-17	tt2935476	Far from the Madding Crowd	2015	Thomas Vinterberg	Carey Mulligan,Matthias Schoenaerts,Tilly Vosburgh	In Victorian England, the independent and headstrong Bathsheba Everdene attracts three very different suitors: Gabriel Oak, a sheep farmer; Frank Troy, a reckless Sergeant; and William Boldwood, a prosperous and mature bachelor.
2019-03-23	tt1843866	Captain America: The Winter Soldier	2014	Anthony Russo,Joe Russo	Chris Evans,Samuel L. Jackson,Scarlett Johansson	As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.
2019-03-23	tt3170832	Room	2015	Lenny Abrahamson	Brie Larson,Jacob Tremblay,Sean Bridgers	A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.
2019-04-05	tt0790724	Jack Reacher	2012	Christopher McQuarrie	Tom Cruise,Rosamund Pike,Richard Jenkins	Jack Reacher, a homicide investigator, digs deeper into a case involving a trained military sniper responsible for a mass shooting.
2019-04-05	tt4501244	Why Him?	2016	John Hamburg	Zoey Deutch,James Franco,Tangie Ambrose	A holiday gathering threatens to go off the rails when Ned Fleming realizes that his daughter's Silicon Valley millionaire boyfriend is about to pop the question.
2019-04-06	tt2637276	Ted 2	2015	Seth MacFarlane	Mark Wahlberg,Seth MacFarlane,Amanda Seyfried	Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.
2019-04-06	tt3393786	Jack Reacher: Never Go Back	2016	Edward Zwick	Tom Cruise,Cobie Smulders,Aldis Hodge	Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name while on the run as a fugitive from the law.
2019-04-07	tt3300542	London Has Fallen	2016	Babak Najafi	Alon Aboutboul,Waleed Zuaiter,Adel Bencherif	Whilst in London, England for the British Prime Minister's funeral, Mike Banning is caught up in a terrorist plot to assassinate all the attending world leaders in one strike.
2019-04-15	tt2120120	Pixels	2015	Chris Columbus	Adam Sandler,Kevin James,Michelle Monaghan	When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.
2019-04-19	tt1392190	Mad Max: Fury Road	2015	George Miller	Tom Hardy,Charlize Theron,Nicholas Hoult	In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.
2019-04-21	tt1386697	Suicide Squad	2016	David Ayer	Will Smith,Jaime FitzSimons,Ike Barinholtz	A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.
2019-04-28	tt1959490	Noah	2014	Darren Aronofsky	Russell Crowe,Jennifer Connelly,Ray Winstone	Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.
2019-04-28	tt1587310	Maleficent	2014	Robert Stromberg	Angelina Jolie,Elle Fanning,Sharlto Copley	A vengeful fairy is driven to curse an infant princess, only to discover that the child could be the one person who can restore peace to their troubled land.
2019-05-04	tt4456850	Adventures in Babysitting	2016	John Schultz	Sabrina Carpenter,Sofia Carson,Nikki Hahn	Two teen rival babysitters, Jenny and Lola, team up to hunt down one of their kids who accidentally runs away into the big city with no supervision.
2019-05-10	tt3748528	Rogue One: A Star Wars Story	2016	Gareth Edwards	Felicity Jones,Diego Luna,Alan Tudyk	In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.
2019-05-12	tt1528100	Exodus: Gods and Kings	2014	Ridley Scott	Christian Bale,Joel Edgerton,John Turturro	The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.
2019-05-17	tt1582507	House at the End of the Street	2012	Mark Tonderai	Jennifer Lawrence,Max Thieriot,Elisabeth Shue	After moving with her mother to a small town, a teenager finds that an accident happened in the house at the end of the street. Things get more complicated when she befriends a boy. A double murder is not an accident.
2019-05-19	tt3896198	Guardians of the Galaxy Vol. 2	2017	James Gunn	Chris Pratt,Zoe Saldaña,Dave Bautista	The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.
2019-05-19	tt4420110	Invisible Sister	2015	Paul Hoen	Rowan Blanchard,Paris Berelc,Karan Brar	Teenager Cleo's school science project goes quite awry, causing her popular older sister Molly to go invisible.
2019-06-02	tt3263904	Sully	2016	Clint Eastwood	Tom Hanks,Aaron Eckhart,Valerie Mahaffey	When pilot Chesley "Sully" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.
2019-06-02	tt2305051	Wild	2014	Jean-Marc Vallée	Reese Witherspoon,Laura Dern,Thomas Sadoski	A chronicle of one woman's 1,100-mile solo hike undertaken as a way to recover from a recent personal tragedy.
2019-06-08	tt2638144	Ben-Hur	2016	Timur Bekmambetov	Jack Huston,Toby Kebbell,Rodrigo Santoro	Judah Ben-Hur, a Jewish prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.
2019-06-09	tt2109248	Transformers: Age of Extinction	2014	Michael Bay	Mark Wahlberg,Stanley Tucci,Kelsey Grammer	When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.
2019-06-16	tt2241351	Money Monster	2016	Jodie Foster	George Clooney,Julia Roberts,Jack O'Connell	Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes them and their crew as hostage.
2019-06-22	tt1663662	Pacific Rim	2013	Guillermo del Toro	Charlie Hunnam,Diego Klattenhoff,Idris Elba	As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.
2019-06-23	tt3077214	Suffragette	2015	Sarah Gavron	Anne-Marie Duff,Grace Stottor,Geoff Bell	In 1912 London, a young working mother is galvanized into radical political activism supporting the right for women to vote, and is willing to meet violence with violence to achieve this end.
2019-06-24	tt1911658	Penguins of Madagascar	2014	Eric Darnell,Simon J. Smith	Tom McGrath,Chris Miller,Christopher Knights	Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.
2019-06-28	tt3183660	Fantastic Beasts and Where to Find Them	2016	David Yates	Eddie Redmayne,Sam Redford,Scott Goldman	In 1926, magizoologist Newt Scamander arrives in New York during his worldwide tour to research and rescue magical creatures as something mysterious leaves trails of destruction in the city, threatening to expose the wizarding world.
2019-07-05	tt1595656	To the Wonder	2012	Terrence Malick	Ben Affleck,Olga Kurylenko,Rachel McAdams	After falling in love in Paris, Marina and Neil come to Oklahoma, where problems arise. Their church's Spanish-born pastor struggles with his faith, while Neil encounters a woman from his childhood.
2019-07-06	tt2510894	Hotel Transylvania 2	2015	Genndy Tartakovsky	Adam Sandler,Andy Samberg,Selena Gomez	Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.
2019-07-07	tt2185384	Oshin	2013	Shin Togashi	Kokone Hamada,Aya Ueto,Kayoko Kishimoto	A young girl named Oshin is sent to work for another family because of her family's financial situation.
2019-07-13	tt2293138	Vive la France	2013	Michaël Youn	José Garcia,Michaël Youn,Isabelle Funaro	Muzafar and Feruz are two good-hearted shepherds from Taboulistan... a tiny country in Central Asia that no one has ever heard of. In order to bring his country into the international limelight, the son of the Tabouli president decides to try terror "advertising" and entrusts the two shepherds, more naive than evil, with the mission of a lifetime: destroying the Eiffel Tower!
2019-07-14	tt2250912	Spider-Man: Homecoming	2017	Jon Watts	Tom Holland,Michael Keaton,Robert Downey Jr.	Peter Parker tries to stop Adrian 'The Vulture' Toomes from selling weapons made with advanced Chitauri technology while trying to balance his life as an ordinary high school student.
2019-07-20	tt1135989	A Tale of Love and Darkness	2015	Natalie Portman	Natalie Portman,Gilad Kahana,Amir Tessler	The story of Amos Oz's youth, set against the backdrop of the end of the British Mandate for Palestine and the early years of the State of Israel. The film details the young man's relationship with his mother and his beginnings as a writer, while looking at what happens when the stories we tell become the stories we live.
2019-07-21	tt0918940	The Legend of Tarzan	2016	David Yates	Alexander Skarsgård,Rory J Saper,Christian Stevens	Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.
2019-07-28	tt5741902	Midnight Diner 2	2016	Joji Matsuoka	Kaoru Kobayashi,Aoba Kawai,Tamae Andô	The Master's late-night diner welcomes a woman troubled by funeral fans, an elderly scam victim, and a noodle delivery man struggling with love.
2019-08-03	tt3845232	The Abominable Bride	2016	Douglas Mackinnon	Benedict Cumberbatch,Martin Freeman,Una Stubbs	Sherlock Holmes and Dr. Watson find themselves in 1890s London in this Christmas special.
2019-08-04	tt3387266	A United Kingdom	2016	Amma Asante	David Oyelowo,Rosamund Pike,Tom Felton	The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.
2019-08-10	tt2304933	The 5th Wave	2016	J Blakeson	Chloë Grace Moretz,Matthew Zuk,Gabriela Lopez	Four waves of increasingly deadly alien attacks have left most of Earth in ruin. Cassie is on the run, desperately trying to save her younger brother.
2019-08-10	tt2446980	Joy	2015	David O. Russell	Jennifer Lawrence,Robert De Niro,Bradley Cooper	Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.
2019-08-25	tt1670345	Now You See Me	2013	Louis Leterrier	Jesse Eisenberg,Mark Ruffalo,Woody Harrelson	An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.
2019-08-28	tt3110958	Now You See Me 2	2016	Jon M. Chu	Jesse Eisenberg,Mark Ruffalo,Woody Harrelson	The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.
2019-08-31	tt4034354	Swiss Army Man	2016	Daniel Kwan,Daniel Scheinert	Paul Dano,Daniel Radcliffe,Mary Elizabeth Winstead	A hopeless man stranded on a deserted island befriends a dead body, and together they go on a surreal journey to get home.
2019-09-01	tt4520364	Morgan	2016	Luke Scott	Kate Mara,Anya Taylor-Joy,Rose Leslie	A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.
2019-09-01	tt4699388	Up for Love	2016	Laurent Tirard	Jean Dujardin,Virginie Efira,Cédric Kahn	A lawyer dating a dashing, wealthy architect four and a half feet tall gets ribbed by her family, employees and jealous ex about his stature.
2019-09-01	tt1083452	Eddie the Eagle	2015	Dexter Fletcher	Tom Costello,Jo Hartley,Keith Allen	The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.
2019-09-08	tt3616916	The Wave	2015	Roar Uthaug	Kristoffer Joner,Ane Dahl Torp,Jonas Hoff Oftebro	Although anticipated, no one is really ready when the mountain pass above the scenic, narrow Norwegian fjord Geiranger collapses and creates an 85-meter high violent tsunami. A geologist is one of those caught in the middle of it.
2019-09-08	tt2820852	Furious 7	2015	James Wan	Vin Diesel,Paul Walker,Jason Statham	Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.
2019-09-14	tt0435761	Toy Story 3	2010	Lee Unkrich	Tom Hanks,Tim Allen,Joan Cusack	The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.
2019-09-21	tt2567026	Alice Through the Looking Glass	2016	James Bobin	Johnny Depp,Mia Wasikowska,Helena Bonham Carter	Alice is appointed to save her beloved Mad Hatter from deadly grief by travelling back to the past, but this means fatally harming Time himself, the noble clockwork man with the device needed to save the Hatter's family from the Red Queen.
2019-09-21	tt2709768	The Secret Life of Pets	2016	Chris Renaud	Louis C.K.,Eric Stonestreet,Kevin Hart	The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.
2019-09-22	tt2381249	Mission: Impossible - Rogue Nation	2015	Christopher McQuarrie	Tom Cruise,Jeremy Renner,Simon Pegg	Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.
2019-09-23	tt0787524	The Man Who Knew Infinity	2015	Matt Brown	Jeremy Irons,Dev Patel,Malcolm Sinclair	The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.
2019-09-28	tt5264056	Someone	2016	Daisuke Miura	Kasumi Arimura,Sakurako Mizuki,Fumi Nikaidô	Looking for jobs, five young friends regularly meet at one's apartment. Judging and gauging one another by their ability to land job pits the friends as also competitors. When one of the friends finds work the remaining four feel abandoned and the relationships are not the same anymore.
2019-09-28	tt3606752	Cars 3	2017	Brian Fee	Owen Wilson,Cristela Alonzo,Chris Cooper	Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.
2019-10-01	tt3659388	The Martian	2015	Ridley Scott	Matt Damon,Jessica Chastain,Kristen Wiig	An astronaut becomes stranded on Mars after his team assumes him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.
2019-10-11	tt4786282	Lights Out	2016	David F. Sandberg	Teresa Palmer,Gabriel Bateman,Alexander DiPersia	A supernatural entity reemerges to terrorize a family when the lights go out at night.
2019-10-12	tt0470752	Ex Machina	2014	Alex Garland	Domhnall Gleeson,Alicia Vikander,Oscar Isaac	A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.
2019-10-13	tt3731562	Kong: Skull Island	2017	Jordan Vogt-Roberts	Tom Hiddleston,Samuel L. Jackson,Brie Larson	After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong and must fight to escape a primal Eden.
2019-10-18	tt4160708	Don't Breathe	2016	Fede Alvarez	Stephen Lang,Jane Levy,Dylan Minnette	Three delinquents break into the house of a war veteran who is blind to steal his money. However, they discover that the man is not as defenseless as he seems.
2019-10-19	tt2245084	Big Hero 6	2014	Don Hall,Chris Williams	Scott Adsit,Ryan Potter,Daniel Henney	A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.
2019-10-19	tt1049413	Up	2009	Pete Docter,Bob Peterson	Edward Asner,Christopher Plummer,Jordan Nagai	78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway.
2019-10-26	tt1727776	Scouts Guide to the Zombie Apocalypse	2015	Christopher Landon	Tye Sheridan,Logan Miller,Joey Morgan	Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.
2019-10-27	tt3501632	Thor: Ragnarok	2017	Taika Waititi	Chris Hemsworth,Tom Hiddleston,Cate Blanchett	Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.
2019-11-01	tt4972582	Split	2016	M. Night Shyamalan	James McAvoy,Anya Taylor-Joy,Betty Buckley	Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.
2019-11-02	tt0369610	Jurassic World	2015	Colin Trevorrow	Chris Pratt,Bryce Dallas Howard,Irrfan Khan	A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.
2019-11-09	tt1828959	Make Your Move	2013	Duane Adler	Derek Hough,BoA,Will Yun Lee	A pair of star-crossed dancers in New York find themselves at the center of a bitter rivalry between their brothers' underground dance clubs.
2019-11-23	tt3640424	Allied	2016	Robert Zemeckis	Brad Pitt,Vincent Ebrahim,Xavier de Guillebon	In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.
2019-11-24	tt0451279	Wonder Woman	2017	Patty Jenkins	Gal Gadot,Chris Pine,Connie Nielsen	When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.
2019-11-30	tt1267297	Hercules	2014	Brett Ratner	Dwayne Johnson,Ian McShane,John Hurt	Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord.
2019-12-01	tt1234719	Red Dawn	2012	Dan Bradley	Chris Hemsworth,Josh Peck,Josh Hutcherson	A group of teenagers look to save their town from an invasion of North Korean soldiers.
2019-12-03	tt1638355	The Man from U.N.C.L.E.	2015	Guy Ritchie	Henry Cavill,Armie Hammer,Alicia Vikander	In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.
2019-12-08	tt3076658	Creed	2015	Ryan Coogler	Michael B. Jordan,Sylvester Stallone,Tessa Thompson	The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.
2019-12-13	tt1837562	A Royal Night Out	2015	Julian Jarrold	Sarah Gadon,Bel Powley,Emily Watson	On V.E. Day in 1945, as peace extends across Europe, Princesses Elizabeth and Margaret are allowed out to join the celebrations. It is a night full of excitement, danger and the first flutters of romance.
2019-12-14	tt1790809	Pirates of the Caribbean: Dead Men Tell No Tales	2017	Joachim Rønning,Espen Sandberg	Johnny Depp,Javier Bardem,Geoffrey Rush	Captain Jack Sparrow searches for the Trident of Poseidon to rule the sea while being pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle.
